,h3_9,age_20,age_20_30,age_30_40,age_40_60,age_60,male,female,car_owners,carsharing_user,not_citizen_rf,public_trnsprt_user,healthy_food_inter,salary_1,salary_2,salary_3,salary_4,salary_5
20443,890bb2da9b3ffff,0,0,1,2,0,0,3,0,0,3,0,0,0,0,0,1,2
20444,8911809496bffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20445,8911aa713a3ffff,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0
20446,8911aa6265bffff,0,0,1,2,0,1,2,1,0,2,0,0,2,0,0,1,0
20447,89111542a23ffff,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
20448,8910c276ccfffff,0,0,0,3,0,0,3,3,0,3,0,0,3,0,0,0,0
20449,891106064b3ffff,0,0,5,4,0,5,4,2,1,8,0,1,2,0,6,0,1
20450,891106a998bffff,0,0,0,8,2,9,1,1,0,3,0,0,2,6,1,0,1
20451,8911109b3b3ffff,0,0,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0
20452,891106a8897ffff,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
20453,8911061915bffff,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0
20454,8911048316fffff,0,0,1,2,0,0,3,2,1,2,0,0,2,0,0,0,1
20455,8911060c4a3ffff,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
20456,8911aa00077ffff,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
20457,890b06311a7ffff,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
20458,8910c229a8bffff,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
20459,892d762f14fffff,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
20460,890a9152003ffff,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0
20461,891130231dbffff,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0
20462,8911062a86bffff,0,0,2,5,0,7,0,7,7,0,0,0,0,0,2,0,5
20463,89110e06573ffff,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
20464,892d6c0ae6bffff,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
20465,89119ec304fffff,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
20466,8911060626fffff,0,1,0,2,0,2,1,1,0,1,0,0,0,1,1,0,0
20467,8911060633bffff,0,0,5,13,3,6,16,5,6,13,0,7,15,1,0,0,5
20468,892d720a03bffff,0,0,2,24,0,2,24,0,0,0,0,2,2,0,0,0,0
20469,8911962340fffff,0,0,7,0,1,1,7,0,0,2,0,0,6,1,0,0,0
20470,891181b039bffff,0,0,9,0,0,9,0,0,0,9,0,0,0,9,0,0,0
20471,8910dcb211bffff,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
20472,8911aa0c69bffff,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20473,890bb0346cfffff,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
20474,8911a8d7017ffff,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
20475,8911119b0a7ffff,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
20476,89110448aabffff,0,1,1,12,0,10,11,12,1,2,0,0,12,0,2,0,7
20477,892d73b930bffff,0,0,27,0,0,27,0,0,0,0,0,0,0,0,27,0,0
20478,891165aa86fffff,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0
20479,8910a898603ffff,0,3,0,0,0,0,3,3,0,3,0,0,3,0,0,0,0
20480,89118e4634bffff,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
20481,8911109a593ffff,0,0,2,0,0,3,0,0,0,1,0,0,0,0,1,0,0
20482,8911aa72127ffff,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
20483,8910dece9a7ffff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
20484,892d729a083ffff,0,0,1,0,3,2,2,0,0,3,0,0,3,0,0,0,0
20485,89110e06483ffff,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
20486,891106c5a4bffff,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
20487,891f73cc157ffff,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0
20488,8910de0b03bffff,0,0,0,5,0,0,5,0,0,5,0,5,0,5,0,0,0
20489,891036634c3ffff,0,0,0,2,1,3,0,0,0,0,0,0,1,0,0,0,0
20490,890b86ae32fffff,0,7,2,0,0,9,0,0,0,9,0,0,0,0,9,0,0
20491,891133a259bffff,0,1,1,2,2,5,23,0,1,3,0,0,0,2,1,2,1
20492,8910c229933ffff,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
20493,89113109d4bffff,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0
20494,8925406008bffff,0,0,3,0,0,3,0,3,0,0,0,0,3,0,0,0,0
20495,8910aeab62fffff,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
20496,8911334f23bffff,0,1,0,49,1,51,3,47,0,1,47,0,1,0,1,0,48
20497,89110611207ffff,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
20498,890a74312cbffff,0,0,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0
20499,8911aa3ad0bffff,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
20500,89110252a73ffff,1,0,6,3,2,8,5,4,1,6,0,0,6,1,4,1,0
20501,89118644e2bffff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
20502,89110602e63ffff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
20503,8911063119bffff,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0
20504,892d7354357ffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20505,893161b2837ffff,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
20506,8910c4c34a7ffff,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0
20507,892d440e807ffff,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
20508,89110671e43ffff,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
20509,8911060ac37ffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
20510,8911ac21acfffff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
20511,8911aa44ba3ffff,0,0,29,0,0,29,0,0,0,0,0,0,29,0,0,0,0
20512,89110456cafffff,0,1,1,1,0,1,2,0,0,1,0,0,0,0,0,0,1
20513,891181a6ec7ffff,0,0,11,0,0,10,1,11,10,10,0,0,0,0,0,10,1
20514,8911068d0abffff,0,0,1,43,4,18,30,1,1,35,0,0,4,5,3,24,0
20515,891106a919bffff,0,0,4,0,0,2,2,2,0,0,0,0,2,0,0,2,0
20516,89103254a43ffff,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
20517,89101b61d8fffff,0,0,13,0,0,13,0,0,0,13,0,0,0,13,0,0,0
20518,892d48b98dbffff,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
20519,89118065423ffff,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
20520,891106aa383ffff,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
20521,89110611907ffff,0,0,3,1,0,1,3,0,0,1,0,0,0,1,0,0,3
20522,89110421673ffff,0,1,0,6,15,1,28,0,0,16,0,0,6,0,1,0,0
20523,8911068f5b7ffff,0,1,0,2,0,0,3,1,0,3,0,1,0,2,1,0,0
20524,891165aa803ffff,0,0,0,3,0,0,3,3,0,3,0,0,0,3,0,0,0
20525,892541cc0a7ffff,0,0,0,0,4,0,4,4,0,0,0,0,4,0,0,0,0
20526,891106d2ebbffff,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
20527,892541cc46fffff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
20528,891106aacabffff,0,0,0,2,1,2,1,2,0,0,0,0,1,0,0,0,2
20529,891111d5e27ffff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
20530,8911aa4942fffff,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20531,8910b15989bffff,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,4
20532,8911aa7012fffff,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20533,8911ab3110fffff,0,0,19,0,0,0,19,19,0,0,0,0,0,0,0,19,0
20534,89118e54b4bffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20535,89118229233ffff,0,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,0
20536,891180293c3ffff,0,1,7,0,0,3,5,0,0,2,0,0,6,0,0,0,0
20537,8911809492bffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20538,890b9a74507ffff,0,0,1,8,0,0,10,0,0,9,0,0,7,2,0,0,0
20539,89212695b83ffff,0,0,0,5,0,5,0,5,0,5,0,0,0,0,5,0,0
20540,8910dc934a7ffff,0,0,0,17,0,1,16,0,0,15,0,15,0,16,0,0,0
20541,8911040c3c7ffff,0,3,0,0,1,2,3,1,0,1,0,0,0,0,5,0,0
20542,8911060c327ffff,0,0,1,2,1,6,0,1,2,3,0,0,3,0,0,0,0
20543,8910dec4e2bffff,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0
20544,892d7350ddbffff,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
20545,89110604d17ffff,0,0,0,2,0,1,1,1,0,0,0,0,0,1,0,1,0
20546,8911aa7838fffff,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
20547,89110670803ffff,2,0,0,0,3,0,5,2,0,3,0,0,3,0,0,0,2
20548,8911aa69617ffff,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
20549,8911aa6f457ffff,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
20550,89110638e07ffff,0,0,0,15,0,15,0,2,0,0,0,0,0,0,0,2,0
20551,8911aa78e17ffff,0,0,0,17,0,0,17,0,0,0,0,0,0,0,17,0,0
20552,8911060de57ffff,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20553,890136c908bffff,0,1,0,10,0,10,1,0,0,1,0,0,1,10,0,0,0
20554,890a743a113ffff,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
20555,8911060e16bffff,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
20556,891132c59d3ffff,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0
20557,8911aa72147ffff,0,0,0,0,2,0,2,0,0,2,0,0,2,0,0,0,0
20558,89118134c77ffff,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20559,89110606e2fffff,0,2,3,0,1,6,0,1,0,4,0,0,1,0,1,0,1
20560,892d4839b97ffff,0,1,0,1,0,2,0,1,0,2,0,0,1,0,0,0,0
20561,891100d16abffff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
20562,8911047acd3ffff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
20563,8911060d38fffff,0,0,0,7,0,2,6,3,2,1,0,0,0,1,1,0,2
20564,8910c264c13ffff,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20565,891106a1e9bffff,0,0,0,2,0,0,2,1,1,1,0,0,0,0,0,1,0
20566,8910c22997bffff,0,0,5,0,0,0,5,5,0,5,0,0,5,0,0,0,0
20567,8911886133bffff,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
20568,892d4431227ffff,0,0,0,28,0,28,0,0,0,28,0,0,0,0,28,0,0
20569,890a743a527ffff,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
20570,89110239b2fffff,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
20571,890b9a0e66fffff,0,0,0,3,0,0,3,3,0,3,0,0,0,0,3,0,0
20572,8911048138fffff,0,1,1,0,2,4,0,4,0,0,0,0,1,2,1,0,0
20573,89118520837ffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20574,891011905c7ffff,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0
20575,89113100b4fffff,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
20576,8910d3b1bbbffff,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
20577,8911321a4abffff,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
20578,891194aa2d7ffff,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
20579,8911060d50fffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20580,8910d9b5cb7ffff,0,0,0,4,0,4,0,4,0,4,0,0,0,0,0,0,4
20581,89118549167ffff,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
20582,8911ab59563ffff,0,2,0,1,0,3,0,2,0,2,0,0,0,0,2,0,0
20583,891106ad0a3ffff,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
20584,891102915c3ffff,0,0,15,26,8,35,14,37,0,22,0,0,32,12,5,0,0
20585,8910dc93557ffff,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20586,891016ce63bffff,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
20587,8911aa7a82bffff,1,0,78,1,1,99,2,80,0,3,0,0,0,2,0,0,1
20588,8911aa72027ffff,0,1,0,1,0,2,0,1,0,1,0,0,2,0,0,0,0
20589,892d45521bbffff,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,2,0
20590,8911aa86a27ffff,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0
20591,8911aa30bb7ffff,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0
20592,89110607477ffff,0,0,0,3,2,3,2,3,0,3,0,0,2,3,0,0,0
20593,892d443b423ffff,0,0,0,0,16,0,16,0,0,16,0,0,0,0,0,0,0
20594,89103694e0bffff,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
20595,8911060565bffff,0,2,2,11,0,13,3,12,2,12,0,0,2,0,2,9,2
20596,8911046e64fffff,2,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0
20597,8911026e113ffff,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20598,8911aa4433bffff,0,0,1,5,0,6,0,0,0,5,0,0,1,0,0,0,0
20599,89110602b23ffff,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20600,89118aca21bffff,0,0,0,0,2,0,2,0,0,2,0,2,2,0,0,0,0
20601,8910dc93467ffff,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
20602,8910a898607ffff,0,5,0,0,0,0,5,5,0,5,0,0,5,0,0,0,0
20603,89118d2e03bffff,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0
20604,89117599943ffff,0,0,0,2,0,0,2,1,0,2,0,0,0,0,2,0,0
20605,8925260c63bffff,0,0,0,0,13,0,13,13,0,13,0,0,13,0,0,0,0
20606,891106cd51bffff,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
20607,89110674e43ffff,0,0,3,3,4,4,6,0,0,7,0,0,8,2,0,0,0
20608,8911067831bffff,0,0,5,2,0,7,0,2,2,3,0,2,2,0,0,2,0
20609,891106b010fffff,0,0,2,0,0,0,2,2,0,2,0,0,2,0,0,0,0
20610,890a84142c3ffff,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0
20611,891106c498fffff,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
20612,8911854951bffff,0,0,7,0,0,7,0,6,0,6,0,0,0,0,6,0,0
20613,8911aa75a4bffff,0,0,14,0,0,0,61,0,0,14,0,0,0,0,0,0,0
20614,891106b0e3bffff,0,0,1,3,0,0,4,1,0,4,2,2,3,0,1,0,0
20615,892d54d8b77ffff,0,0,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0
20616,8910f0d302bffff,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0
20617,89110678347ffff,0,0,3,0,0,1,2,0,0,0,0,1,3,0,0,0,0
20618,892d4802d8bffff,0,6,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0
20619,892d48b8b23ffff,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
20620,8911aa7aa17ffff,0,0,1,1,0,2,0,2,1,0,0,0,0,1,1,0,0
20621,89118302eafffff,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
20622,8911a86f60fffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20623,89110206ea7ffff,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0
20624,892121a6c43ffff,0,0,6,0,0,6,0,0,6,0,0,0,0,0,6,0,0
20625,89118e44113ffff,0,0,0,0,7,0,7,0,0,7,0,7,7,0,0,0,0
20626,89316c0b317ffff,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
20627,892d7355c1bffff,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
20628,89110215c17ffff,0,0,1,0,2,1,2,1,1,1,0,0,2,0,0,1,0
20629,891110b76cfffff,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1
20630,89111542157ffff,0,0,4,0,0,3,1,3,0,4,0,0,4,0,0,0,0
20631,891106aac3bffff,0,0,1,1,1,1,2,1,0,0,0,0,1,0,0,1,0
20632,8910e96251bffff,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
20633,890b9a74503ffff,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
20634,891106b24bbffff,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0
20635,891106b01abffff,0,0,5,0,0,0,5,5,0,5,0,0,5,0,0,0,0
20636,8911158c9bbffff,0,1,57,0,21,53,30,24,21,6,0,20,0,1,0,0,73
20637,89110488b83ffff,0,0,1,1,1,2,1,0,2,1,0,0,2,1,0,0,0
20638,8911aa626d3ffff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
20639,892d762f0abffff,0,0,3,0,3,0,6,0,0,3,0,0,6,0,0,0,0
20640,89108612c6fffff,0,2,0,0,0,0,2,0,2,0,2,0,0,0,0,2,0
20641,89110605cafffff,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
20642,891106a8127ffff,0,0,1,1,1,2,1,1,0,3,1,0,1,1,1,0,0
20643,8910e962553ffff,0,2,34,0,1,2,35,34,0,3,0,0,0,36,0,1,0
20644,892d7263627ffff,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
20645,89110614873ffff,0,0,1,3,6,8,5,4,5,1,1,1,7,1,2,0,0
20646,89118e45e5bffff,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20647,890bb2d102fffff,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
20648,891106ab573ffff,0,0,0,4,3,3,4,4,1,7,0,0,6,0,1,0,0
20649,891194ab5a3ffff,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20650,8910a182ab3ffff,0,0,0,0,74,0,74,74,0,0,0,0,0,74,0,0,0
20651,89110608643ffff,0,0,0,4,4,3,6,3,0,4,0,0,4,0,1,3,0
20652,8911334c9d3ffff,0,0,0,5,0,1,4,0,0,4,0,0,0,0,0,0,0
20653,89118ccb51bffff,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
20654,89110602d23ffff,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0
20655,891122645d3ffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20656,892d7354237ffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20657,891106c6c37ffff,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
20658,89113129d03ffff,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
20659,892d5615433ffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20660,8910b386d6fffff,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0
20661,8911060abb3ffff,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
20662,891104265cfffff,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1
20663,8911aa78ea3ffff,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20664,8911aa63347ffff,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
20665,89110689323ffff,0,0,2,2,0,3,1,1,1,3,0,0,0,0,2,0,0
20666,89110252a9bffff,0,1,2,2,22,4,24,23,2,23,0,0,4,21,0,0,1
20667,891106b1277ffff,0,1,1,2,0,3,1,1,1,1,0,0,0,0,0,3,1
20668,8911866254bffff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
20669,8910d3b097bffff,0,0,0,6,0,6,0,0,0,6,0,0,6,0,0,0,0
20670,891106ad01bffff,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
20671,89110604393ffff,0,0,4,3,9,4,12,3,1,3,0,2,9,2,2,2,0
20672,891106118dbffff,0,0,0,2,0,1,1,1,0,0,0,0,1,0,0,0,0
20673,8911060dc27ffff,0,0,0,4,1,1,4,0,0,0,0,0,5,0,0,0,0
20674,89118226533ffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20675,892d54c3283ffff,0,1,0,0,7,2,7,7,0,8,0,0,1,0,0,0,7
20676,89110672597ffff,0,0,2,2,0,9,1,3,1,2,0,0,0,1,0,1,2
20677,891181b6693ffff,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0
20678,8911818c69bffff,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
20679,8910a392eafffff,0,0,0,5,0,5,0,0,0,5,0,0,5,0,0,0,0
20680,891106772c7ffff,0,0,12,0,0,1,11,0,11,1,0,0,0,11,0,0,0
20681,891106aa39bffff,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
20682,891106a93b7ffff,0,3,6,14,0,9,14,4,2,15,3,0,17,2,0,2,2
20683,8911312a8dbffff,0,0,6,1,0,1,6,6,6,7,0,0,0,0,1,0,6
20684,891106aa3c7ffff,0,0,0,2,0,2,0,2,0,2,0,0,0,2,0,0,0
20685,8910de41ba7ffff,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
20686,891194ab52bffff,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20687,891016b926fffff,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
20688,8910ac483a7ffff,0,0,0,0,28,0,28,0,0,0,0,0,28,0,0,0,0
20689,891016cc5d3ffff,0,0,5,0,0,0,5,0,0,5,0,0,0,5,0,0,0
20690,8910dc9354fffff,0,2,2,0,0,2,2,4,2,2,0,0,2,0,0,2,0
20691,8911060249bffff,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
20692,89111cc08a7ffff,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
20693,8910a070cdbffff,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0
20694,89113375447ffff,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
20695,891106a828bffff,0,2,0,1,0,3,0,1,0,2,0,0,0,0,0,0,1
20696,89118548007ffff,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
20697,89257146b33ffff,0,0,2,1,0,1,2,2,0,3,2,0,0,0,2,1,0
20698,891106b2eabffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20699,89110602d8fffff,0,3,0,2,2,6,1,5,3,6,1,0,2,0,0,1,4
20700,891183b858fffff,0,0,0,2,0,0,2,2,0,0,0,0,0,2,0,0,0
20701,8911321a20bffff,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
20702,891104b8c9bffff,0,0,1,1,2,2,2,3,2,4,0,0,2,0,1,0,0
20703,89110606ccbffff,0,1,0,16,0,12,5,1,0,13,0,0,15,1,0,1,0
20704,89110200983ffff,0,0,0,3,0,1,2,1,0,3,0,0,0,1,0,0,2
20705,891181b6cb3ffff,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
20706,89110631a0fffff,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0
20707,891106ab007ffff,0,5,7,12,5,13,19,17,7,10,0,0,5,12,1,0,7
20708,89110600a83ffff,0,1,2,3,1,2,5,3,0,1,0,0,3,0,1,2,0
20709,8911aa0f2afffff,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
20710,8911060444bffff,0,0,1,9,0,1,10,0,0,9,0,0,9,0,1,0,0
20711,89257165ac3ffff,0,0,18,3,0,18,3,1,4,18,0,16,0,0,3,0,16
20712,891133a63a7ffff,0,3,10,8,0,16,5,3,4,7,3,0,11,1,3,0,0
20713,8911067aa13ffff,0,0,1,6,0,1,6,3,0,6,0,0,0,0,4,0,0
20714,891106156a3ffff,0,0,0,5,1,3,3,1,0,5,0,0,1,1,1,0,0
20715,8910decc907ffff,0,0,4,0,0,4,0,0,0,4,0,0,4,0,0,0,0
20716,8911aa4eeabffff,0,0,0,0,19,24,0,0,0,19,0,0,19,0,0,0,0
20717,89119d4945bffff,0,0,2,0,0,2,0,0,0,1,0,0,1,1,0,0,0
20718,8910c34d2c7ffff,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
20719,8911046658bffff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
20720,8911044d6b7ffff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
20721,8910328de67ffff,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
20722,8910ac12827ffff,0,0,0,0,23,0,23,0,0,23,0,0,23,0,0,0,0
20723,890a743a407ffff,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
20724,89110675bcbffff,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
20725,89119eb4d23ffff,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
20726,891106ad657ffff,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0
20727,8911060544fffff,0,1,1,0,0,2,0,1,2,0,0,0,1,0,0,0,1
20728,891181b4d2bffff,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0
20729,8911060f6dbffff,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
20730,891131405a7ffff,0,0,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0
20731,891036624bbffff,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
20732,8911aa79583ffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20733,89112ac3637ffff,0,0,0,0,75,0,75,0,0,75,0,0,0,0,75,0,0
20734,8911aa7a873ffff,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
20735,891106c340bffff,0,0,0,2,1,0,3,1,1,1,0,0,2,1,0,0,0
20736,892d7355c7bffff,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
20737,89316c0b373ffff,0,0,0,4,0,4,0,1,0,3,0,0,4,0,0,0,0
20738,8911153852fffff,0,0,0,0,6,0,6,0,0,1,0,0,1,0,0,0,0
20739,89118134573ffff,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0
20740,892d54c9177ffff,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0
20741,89110604087ffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
